fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,dia_semana,año,mes,dia_mes,nombre_dia_semana,es_fin_semana,es_festivo,es_black_Friday,es_cyber_Monday,semana_año,trimestre,es_laborable,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,media_movil_7d,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h,categoria_h,subcategoria_h,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2023-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,152.32,609.28,2,2023,11,1,Wednesday,False,True,False,False,44,4,False,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,1.55,147.98999999999998,1.0292587336982228,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,154.19,616.76,3,2023,11,2,Thursday,False,False,False,False,44,4,True,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.79,146.32333333333335,1.053762216096772,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-03,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,150.98,754.9,4,2023,11,3,Friday,False,False,False,False,44,4,True,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,0.65,146.39333333333332,1.0313311170818344,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-04,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,6,151.5,909.0,5,2023,11,4,Saturday,True,False,False,False,44,4,False,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.142857142857143,1.0,145.02333333333334,1.0446594800836646,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-05,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,149.75,599.0,6,2023,11,5,Sunday,True,False,False,False,44,4,False,6.0,5.0,4.0,4.0,4.0,3.0,4.0,4.285714285714286,-0.17,147.29333333333332,1.0166787363085001,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-06,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,146.26,585.04,0,2023,11,6,Monday,False,False,False,False,45,4,True,4.0,6.0,5.0,4.0,4.0,4.0,3.0,4.285714285714286,-2.49,145.13666666666666,1.0077398314232562,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-07,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,148.48,445.44,1,2023,11,7,Tuesday,False,False,False,False,45,4,True,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.428571428571429,-1.01,146.47333333333333,1.0136998771107368,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-08,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,147.48,442.44,2,2023,11,8,Wednesday,False,False,False,False,45,4,True,3.0,4.0,4.0,6.0,5.0,4.0,4.0,4.285714285714286,-1.68,146.42666666666665,1.0071935895101074,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-09,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,148.5,445.5,3,2023,11,9,Thursday,False,False,False,False,45,4,True,3.0,3.0,4.0,4.0,6.0,5.0,4.0,4.142857142857143,-1.0,148.19333333333333,1.002069368842503,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-10,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,147.93,591.72,4,2023,11,10,Friday,False,False,False,False,45,4,True,3.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,-1.38,145.70666666666668,1.0152589677891655,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-11,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,149.71,748.55,5,2023,11,11,Saturday,True,False,False,False,45,4,False,4.0,3.0,3.0,3.0,4.0,4.0,6.0,3.857142857142857,-0.19,143.87,1.040592201292834,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-12,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,147.88,591.52,6,2023,11,12,Sunday,True,False,False,False,45,4,False,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.7142857142857144,-1.41,146.6,1.008731241473397,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-13,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.37,593.48,0,2023,11,13,Monday,False,False,False,False,46,4,True,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.7142857142857144,-1.09,148.26333333333335,1.0007194406349063,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-14,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,152.9,611.6,1,2023,11,14,Tuesday,False,False,False,False,46,4,True,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.7142857142857144,1.93,144.81000000000003,1.0558663075754435,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-15,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.61,594.44,2,2023,11,15,Wednesday,False,False,False,False,46,4,True,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.857142857142857,-0.93,146.36666666666667,1.0153268048280575,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-16,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,150.0,600.0,3,2023,11,16,Thursday,False,False,False,False,46,4,True,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,0.0,146.26333333333335,1.0255475284304563,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-17,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,147.88,591.52,4,2023,11,17,Friday,False,False,False,False,46,4,True,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.142857142857143,-1.41,146.83333333333334,1.0071282633371168,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-18,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,6,149.07,894.42,5,2023,11,18,Saturday,True,False,False,False,46,4,False,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.142857142857143,-0.62,146.88666666666666,1.014864067535061,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-19,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,148.62,743.1,6,2023,11,19,Sunday,True,False,False,False,46,4,False,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.285714285714286,-0.92,148.11333333333334,1.0034208038889139,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-20,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,151.08,453.24,0,2023,11,20,Monday,False,False,False,False,47,4,True,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.428571428571429,0.72,145.84333333333333,1.0359061092953628,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-21,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,149.89,599.56,1,2023,11,21,Tuesday,False,False,False,False,47,4,True,3.0,5.0,6.0,4.0,4.0,4.0,4.0,4.285714285714286,-0.07,134.88333333333333,1.1112566415420733,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-22,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,147.55,737.75,2,2023,11,22,Wednesday,False,False,False,False,47,4,True,4.0,3.0,5.0,6.0,4.0,4.0,4.0,4.285714285714286,-1.63,137.24333333333334,1.075097758239623,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-23,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,152.1,608.4,3,2023,11,23,Thursday,False,False,False,False,47,4,True,5.0,4.0,3.0,5.0,6.0,4.0,4.0,4.428571428571429,1.4,134.38333333333333,1.1318367853156395,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-24,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,14,135.0,1890.0,4,2023,11,24,Friday,False,False,True,False,47,4,True,4.0,5.0,4.0,3.0,5.0,6.0,4.0,4.428571428571429,-10.0,141.18333333333337,0.956203517884547,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-25,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,17,138.0,2346.0,5,2023,11,25,Saturday,True,False,False,False,47,4,False,14.0,4.0,5.0,4.0,3.0,5.0,6.0,5.857142857142857,-8.0,155.42916666666667,0.8878642468434174,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,17,138.0,2346.0,6,2023,11,26,Sunday,True,False,False,False,47,4,False,17.0,14.0,4.0,5.0,4.0,3.0,5.0,7.428571428571429,-8.0,150.29999999999998,0.9181636726546907,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,9,135.0,1215.0,0,2023,11,27,Monday,False,False,False,True,48,4,True,17.0,17.0,14.0,4.0,5.0,4.0,3.0,9.142857142857142,-10.0,142.0,0.9507042253521126,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,10,142.5,1425.0,1,2023,11,28,Tuesday,False,False,False,False,48,4,True,9.0,17.0,17.0,14.0,4.0,5.0,4.0,10.0,-5.0,157.82083333333333,0.9029226179475671,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-29,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,12,142.5,1710.0,2,2023,11,29,Wednesday,False,False,False,False,48,4,True,10.0,9.0,17.0,17.0,14.0,4.0,5.0,10.857142857142858,-5.0,162.23333333333332,0.8783644955824944,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-30,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.12,592.48,3,2023,11,30,Thursday,False,False,False,False,48,4,True,12.0,10.0,9.0,17.0,17.0,14.0,4.0,11.857142857142858,-1.25,146.20666666666668,1.013086498563677,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,146.07,730.35,4,2024,11,1,Friday,False,True,False,False,44,4,False,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.857142857142857,-2.62,151.47333333333333,0.9643281545706615,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,6,151.06,906.36,5,2024,11,2,Saturday,True,False,False,False,44,4,False,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,0.71,150.25666666666666,1.0053464072586908,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-03,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,146.67,733.35,6,2024,11,3,Sunday,True,False,False,False,44,4,False,6.0,5.0,4.0,4.0,3.0,4.0,3.0,4.142857142857143,-2.22,149.60333333333332,0.9803925937479111,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-04,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,145.53,582.12,0,2024,11,4,Monday,False,False,False,False,45,4,True,5.0,6.0,5.0,4.0,4.0,3.0,4.0,4.428571428571429,-2.98,151.08333333333334,0.9632432432432432,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-05,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,151.18,755.9,1,2024,11,5,Tuesday,False,False,False,False,45,4,True,4.0,5.0,6.0,5.0,4.0,4.0,3.0,4.428571428571429,0.79,151.47333333333333,0.9980634655164826,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-06,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.94,595.76,2,2024,11,6,Wednesday,False,False,False,False,45,4,True,5.0,4.0,5.0,6.0,5.0,4.0,4.0,4.714285714285714,-0.71,153.23,0.972002871500359,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-07,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,152.79,458.37,3,2024,11,7,Thursday,False,False,False,False,45,4,True,4.0,5.0,4.0,5.0,6.0,5.0,4.0,4.714285714285714,1.86,152.75333333333333,1.000240038406145,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-08,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,152.51,762.55,4,2024,11,8,Friday,False,False,False,False,45,4,True,3.0,4.0,5.0,4.0,5.0,6.0,5.0,4.571428571428571,1.67,148.87333333333333,1.024427925305629,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-09,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,7,147.44,1032.08,5,2024,11,9,Saturday,True,False,False,False,45,4,False,5.0,3.0,4.0,5.0,4.0,5.0,6.0,4.571428571428571,-1.71,151.53333333333333,0.9729872415310162,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-10,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,6,150.27,901.62,6,2024,11,10,Sunday,True,False,False,False,45,4,False,7.0,5.0,3.0,4.0,5.0,4.0,5.0,4.714285714285714,0.18,149.12333333333333,1.0076893846257013,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-11,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,152.33,609.32,0,2024,11,11,Monday,False,False,False,False,46,4,True,6.0,7.0,5.0,3.0,4.0,5.0,4.0,4.857142857142857,1.55,150.31,1.0134388929545606,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-12,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,151.7,758.5,1,2024,11,12,Tuesday,False,False,False,False,46,4,True,4.0,6.0,7.0,5.0,3.0,4.0,5.0,4.857142857142857,1.13,150.38333333333333,1.0087554028593595,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-13,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,147.2,736.0,2,2024,11,13,Wednesday,False,False,False,False,46,4,True,5.0,4.0,6.0,7.0,5.0,3.0,4.0,4.857142857142857,-1.87,153.14666666666665,0.961170120146265,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-14,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,151.21,756.05,3,2024,11,14,Thursday,False,False,False,False,46,4,True,5.0,5.0,4.0,6.0,7.0,5.0,3.0,5.0,0.81,151.29333333333332,0.999449193619459,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-15,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,5,152.92,764.6,4,2024,11,15,Friday,False,False,False,False,46,4,True,5.0,5.0,5.0,4.0,6.0,7.0,5.0,5.285714285714286,1.95,150.94333333333336,1.0130954221230923,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-16,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,6,147.97,887.82,5,2024,11,16,Saturday,True,False,False,False,46,4,False,5.0,5.0,5.0,5.0,4.0,6.0,7.0,5.285714285714286,-1.35,151.59,0.9761197968203708,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-17,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,154.01,616.04,6,2024,11,17,Sunday,True,False,False,False,46,4,False,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.142857142857143,2.67,150.31666666666666,1.0245703514802085,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-18,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,147.32,589.28,0,2024,11,18,Monday,False,False,False,False,47,4,True,4.0,6.0,5.0,5.0,5.0,5.0,4.0,4.857142857142857,-1.79,151.95000000000002,0.9695294504771305,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-19,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.07,592.28,1,2024,11,19,Tuesday,False,False,False,False,47,4,True,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.857142857142857,-1.29,151.02333333333334,0.9804445229214028,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
